Size Category,Est. Enrollment,University,# Contacts,Contact Names,Contact Emails
"Small (1,000–4,999)",3000,Indiana University Kokomo,9,School of Business | Department of Accounting & Finance | Graduate Studies | Career Services | Employer Relations,kokomobs@iu.edu | kokacct@iu.edu | kograd@iu.edu | kocareer@iu.edu | employerrelations@iu.edu
"Small (1,000–4,999)",3000,Kentucky State University,5,"College of Business Office | Department of Accounting, Economics & Finance | Career Services Office | Office of Student Engagement | Office of Academic Affairs",business@kysu.edu | aef@kysu.edu | careerservices@kysu.edu | studentengagement@kysu.edu | academicaffairs@kysu.edu
"Small (1,000–4,999)",3000,Maine Maritime Academy,5,Loeb-Sullivan School of International Business & Logistics | Department of Business & Logistics | Career Services | Office of Student Activities | Office of Academic Affairs,loebsullivan@mma.edu | business@mma.edu | careers@mma.edu | studentactivities@mma.edu | academicaffairs@mma.edu
"Small (1,000–4,999)",3000,Manhattan College – Graduate Business,5,O’Malley School of Business Dean’s Office | Graduate Business Programs Office | Department of Finance & Economics | Center for Career Development | Office of Student Engagement,omalleyschool@manhattan.edu | gradbusiness@manhattan.edu | finance@manhattan.edu | careerdevelopment@manhattan.edu | studentengagement@manhattan.edu
"Small (1,000–4,999)",3000,Medgar Evers College (CUNY),8,"Milton Santiago | School of Business Office | Department of Business, Management & Economics | Center for Career Planning & Professional Development | Employer Relations Team",msantiago@mec.cuny.edu | business@mec.cuny.edu | bme@mec.cuny.edu | careercenter@mec.cuny.edu | employerrelations@mec.cuny.edu
"Small (1,000–4,999)",3000,Mississippi University for Women,8,"Rick Hartley, PhD | College of Business & Professional Studies Office | Department of Accounting, Business & Economics | Career Services Office | Employer Engagement",rhartley@muw.edu | cbps@muw.edu | abe@muw.edu | careerservices@muw.edu | employerrelations@muw.edu
"Small (1,000–4,999)",3000,Monmouth College (IL),8,"Richard Blanchard, PhD | School of Business Office | Economics & Business Administration Dept. | Career Development Center | Employer Relations",rblanchard@monmouthcollege.edu | business@monmouthcollege.edu | econbus@monmouthcollege.edu | careers@monmouthcollege.edu | employerrelations@monmouthcollege.edu
"Small (1,000–4,999)",3000,Mount Saint Mary College (NY),8,"Matthew J. Green, PhD | School of Business Office | Accounting, Finance & Economics Dept. | Career Center | Employer Relations",matthew.green@msmc.edu | business@msmc.edu | accounting@msmc.edu | careercenter@msmc.edu | employerrelations@msmc.edu
"Small (1,000–4,999)",3000,Nazareth University,10,Dr. Amin Amoulashkarian | Dr. Jeffrey Allan | Mr. Gerald Jackson | Dr. Jennifer Leigh | Career Design Office – Employer Relations,mamoula0@naz.edu | jallan9@naz.edu | gjackso0@naz.edu | jleigh4@naz.edu | careers@naz.edu
"Small (1,000–4,999)",3000,New School of Architecture & Design,5,Architecture Program Office | Construction Management Program Office | Career Services Office | Office of Student Affairs | Admissions & Outreach Office,academics@newschoolarch.edu | academics@newschoolarch.edu | careerservices@newschoolarch.edu | studentaffairs@newschoolarch.edu | info@newschoolarch.edu
"Small (1,000–4,999)",3000,North Central College,6,School of Business & Entrepreneurship Office | Department of Economics & Finance | Career Development Center | Experiential Learning Office | Office of Student Engagement,business@ncc.edu | economics@ncc.edu | career@ncc.edu | experientiallearning@ncc.edu | studentengagement@ncc.edu
"Small (1,000–4,999)",3000,North Park University,7,Business & Nonprofit Management Department | School of Business & Nonprofit Management | Axelson Center for Nonprofit Management | Career Development & Internships | Experiential Learning,business@northpark.edu | business@northpark.edu | axelson@northpark.edu | career@northpark.edu | career@northpark.edu
"Small (1,000–4,999)",3000,Palm Beach State College – Bachelor Programs,7,Bachelor of Applied Science (BAS) Programs Office | School of Business – Bachelor Programs | Corporate & Continuing Education – Real Estate | Career Center | Experiential Learning & Internships,bas@palmbeachstate.edu | business@palmbeachstate.edu | realestate@palmbeachstate.edu | careerservices@palmbeachstate.edu | careerservices@palmbeachstate.edu
"Small (1,000–4,999)",3000,Park University,6,School of Business | Department of Economics & Finance | Center for Career Development | Experiential Learning & Internships | Office of Student Life,business@park.edu | business@park.edu | career@park.edu | career@park.edu | studentlife@park.edu
"Small (1,000–4,999)",3000,Presidio Graduate School,7,Sustainable Real Estate Program Office | Academic Affairs Office | Faculty Affairs Office | Career Services Office | Admissions Office,realestate@presidio.edu | academics@presidio.edu | facultyaffairs@presidio.edu | career@presidio.edu | admissions@presidio.edu
"Small (1,000–4,999)",3000,Purchase College (SUNY),7,School of Liberal Arts & Sciences Office | Economics Program | Office of Student Engagement | Career Development Center | Employer Relations,liberalarts@purchase.edu | economics@purchase.edu | student.engagement@purchase.edu | career.development@purchase.edu | employer.relations@purchase.edu
"Small (1,000–4,999)",3000,Regis College (MA),7,Office of Student Engagement | Economics & Business Department | School of Business & Communication | Career Services | Employer Relations,studentengagement@regiscollege.edu | economics@regiscollege.edu | sbc@regiscollege.edu | career@regiscollege.edu | employerrelations@regiscollege.edu
"Small (1,000–4,999)",3000,Relay Graduate School of Education,7,National Campus Operations | Finance & Administration Office | Student Affairs Office | Career Services | Admissions Office,facilities@relay.edu | finance@relay.edu | studentaffairs@relay.edu | careers@relay.edu | admissions@relay.edu
"Small (1,000–4,999)",3000,Saint Mary’s College (IN),7,Department of Economics & Business | Office of Student Involvement | Center for Women's Intercultural Leadership | Career Crossings Office | Employer Relations,econbusiness@saintmarys.edu | studentinvolvement@saintmarys.edu | cwil@saintmarys.edu | careercrossings@saintmarys.edu | employerrelations@saintmarys.edu
"Small (1,000–4,999)",3000,Santa Fe College – Applied BS,7,Business Programs Office | Department of Economics & Business | Office of Student Engagement | Career Services Center | Employer Relations,businessprograms@sfcollege.edu | economics@sfcollege.edu | student.engagement@sfcollege.edu | careers@sfcollege.edu | employerrelations@sfcollege.edu
"Small (1,000–4,999)",3000,School of Visual Arts,7,Department of Art History & Visual and Critical Studies | Facilities & Operations | Office of Student Life | Career Development | Employer Relations,arthistory@sva.edu | facilities@sva.edu | studentlife@sva.edu | careerdevelopment@sva.edu | employerrelations@sva.edu
"Small (1,000–4,999)",3000,South Dakota Mines,7,Department of Industrial Engineering | Department of Civil & Environmental Engineering | Office of Student Engagement | Career & Professional Development Center | Employer Relations,ie@sdsmt.edu | civil@sdsmt.edu | studentengagement@sdsmt.edu | careercenter@sdsmt.edu | employerrelations@sdsmt.edu
"Small (1,000–4,999)",3000,Southwest Minnesota State University,7,College of Business – Dean’s Office | Department of Economics & Finance | Office of Student Engagement | Career & Internship Center | Employer Relations,business@smsu.edu | economics@smsu.edu | studentengagement@smsu.edu | careers@smsu.edu | employerrelations@smsu.edu
"Small (1,000–4,999)",3000,Southwestern College (CA),7,School of Business – Dean’s Office | Department of Business Administration | Office of Student Life & Leadership | Career Services | Employer Relations,business@southwesterncollege.edu | businessadmin@southwesterncollege.edu | studentlife@southwesterncollege.edu | careers@southwesterncollege.edu | employerrelations@southwesterncollege.edu
"Small (1,000–4,999)",3000,Southwestern College (KS),7,School of Business – Dean’s Office | Department of Business Administration | Office of Student Engagement | Career Services | Employer Relations,business@swc.edu | businessadmin@swc.edu | studentengagement@swc.edu | careers@swc.edu | employerrelations@swc.edu
"Small (1,000–4,999)",3000,St. Francis College (NY),7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Development Center | Employer Relations,business@sfc.edu | finance@sfc.edu | studentengagement@sfc.edu | careers@sfc.edu | employerrelations@sfc.edu
"Small (1,000–4,999)",3000,St. Joseph’s College – Brooklyn,7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Development Center | Employer Relations,business@sjcny.edu | finance@sjcny.edu | studentengagement@sjcny.edu | careerservices@sjcny.edu | employerrelations@sjcny.edu
"Small (1,000–4,999)",3000,SUNY Canton,7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Services | Employer Relations,business@canton.edu | finance@canton.edu | studentengagement@canton.edu | careerservices@canton.edu | employerrelations@canton.edu
"Small (1,000–4,999)",3000,SUNY Cobleskill,7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Services | Employer Relations,business@cobleskill.edu | finance@cobleskill.edu | studentengagement@cobleskill.edu | careerservices@cobleskill.edu | employerrelations@cobleskill.edu
"Small (1,000–4,999)",3000,SUNY Delhi,7,School of Business – Dean’s Office | Department of Finance & Economics | Office of Student Engagement | Career Services | Employer Relations,business@delhi.edu | finance@delhi.edu | studentengagement@delhi.edu | careerservices@delhi.edu | employerrelations@delhi.edu
"Small (1,000–4,999)",3000,The Citadel,5,Tommy and Victoria Baker School of Business | Dr. Mark P. Whitaker | Career & Professional Development Center | Student Affairs | Admissions Office,business@citadel.edu | mwhitak3@citadel.edu | careercenter@citadel.edu | studentaffairs@citadel.edu | admissions@citadel.edu
"Small (1,000–4,999)",3000,The Juilliard School,5,Office of Career Advancement | Office of Academic Affairs | Student Affairs | Office of Admissions | Office of Development & Public Affairs,careers@juilliard.edu | academicaffairs@juilliard.edu | studentaffairs@juilliard.edu | admissions@juilliard.edu | development@juilliard.edu
"Small (1,000–4,999)",3000,The King’s College (NY),5,School of Business | Dr. David Talcott | Career Development | Student Life | Admissions Office,business@tkc.edu | dtalcott@tkc.edu | careerdevelopment@tkc.edu | studentlife@tkc.edu | admissions@tkc.edu
"Small (1,000–4,999)",3000,The New School,5,"Milano School of Policy, Management, and Environment | Dr. Renée T. White | Career Development Center | Student Leadership & Involvement | Office of Admission",milano@newschool.edu | whiter@newschool.edu | careers@newschool.edu | studentinvolvement@newschool.edu | admission@newschool.edu
"Small (1,000–4,999)",3000,United States Merchant Marine Academy,5,Department of Humanities | Dr. Joanna Nunan | Career Services | Office of Midshipman Affairs | Admissions Office,humanities@usmma.edu | superintendent@usmma.edu | careerservices@usmma.edu | midshipmanaffairs@usmma.edu | admissions@usmma.edu
"Small (1,000–4,999)",3000,University of Montevallo,5,Stephens College of Business | Dr. Scott H. Dillard | Career Development Center | Student Life | Admissions Office,business@montevallo.edu | dillardsh@montevallo.edu | career@montevallo.edu | studentlife@montevallo.edu | admissions@montevallo.edu
"Small (1,000–4,999)",3000,Vermont Law and Graduate School,6,lawadmissions@vermontlaw.edu | gradadmissions@vermontlaw.edu | environmentaljustice@vermontlaw.edu | career@vermontlaw.edu | externships@vermontlaw.edu,lawadmissions@vermontlaw.edu | gradadmissions@vermontlaw.edu | environmentaljustice@vermontlaw.edu | career@vermontlaw.edu | externships@vermontlaw.edu
"Small (1,000–4,999)",3000,Wesley College (DE),5,business@wesley.edu | Dr. Michael Rawl | careerservices@wesley.edu | studentaffairs@wesley.edu | admissions@wesley.edu,business@wesley.edu | mrawl@wesley.edu | careerservices@wesley.edu | studentaffairs@wesley.edu | admissions@wesley.edu
"Small (1,000–4,999)",3000,Wesleyan College (GA),6,Dr. Melinda S. Maynor | Dr. Christie Barlow | Dr. Joe Lane | career.services@wesleyancollege.edu | admissions@wesleyancollege.edu,mmaynor@wesleyancollege.edu | cbarlow@wesleyancollege.edu | jlane@wesleyancollege.edu | career.services@wesleyancollege.edu | admissions@wesleyancollege.edu
"Small (1,000–4,999)",3000,Western Colorado University,6,Dr. Heather M. Salazar | business@western.edu | Dr. Scott Knaub | career@western.edu | employerrelations@western.edu,hsalazar@western.edu | business@western.edu | sknaub@western.edu | career@western.edu | employerrelations@western.edu
"Small (1,000–4,999)",3000,Wheaton College (IL),6,Dr. Jeffrey M. McCorkle | bus-econ@wheaton.edu | Dr. Mark J. D’Amico | career.services@wheaton.edu | employerrelations@wheaton.edu,jeffrey.mccorkle@wheaton.edu | bus-econ@wheaton.edu | mark.damico@wheaton.edu | career.services@wheaton.edu | employerrelations@wheaton.edu
"Small (1,000–4,999)",3000,Whitworth University,12,Phil Eaton | Jana Tuttle | Greg Orwig | Career Services Office | Center for Career & Professional Development,peaton@whitworth.edu | jtuttle@whitworth.edu | gorwig@whitworth.edu | careerservices@whitworth.edu | ccpd@whitworth.edu
"Small (1,000–4,999)",3000,Willamette University,6,David Kenner | Atkinson Graduate School of Management Admissions | Department of Economics | Career Development | Student Activities Office,agsm-admission@willamette.edu | agsm-admission@willamette.edu | economics@willamette.edu | career-development@willamette.edu | studentactivities@willamette.edu
"Small (1,000–4,999)",3000,Colgate University,8,Department of Economics | Michael D. Johnston | Office of Entrepreneurship & Innovation | Colgate Finance Club (via Student Involvement) | Colgate University Career Services,economics@colgate.edu | mjohnston@colgate.edu | entrepreneurship@colgate.edu | studentorgs@colgate.edu | career@colgate.edu
"Small (1,000–4,999)",3000,Canisius University,8,Richard J. Wehle School of Business | Economics & Finance Department | Entrepreneurship Program | Griff Center for Career Development | Griff Center for Career Development,business@canisius.edu | econfin@canisius.edu | entrepreneurship@canisius.edu | careers@canisius.edu | internships@canisius.edu
"Small (1,000–4,999)",3000,Westminster College (Pennsylvania),8,"School of Business | Accounting, Business & Economics Department | Academic Affairs | Career Center | Student Affairs",business@westminster.edu | abe@westminster.edu | provost@westminster.edu | careers@westminster.edu | studentaffairs@westminster.edu
"Small (1,000–4,999)",3000,York College (Nebraska),8,Business & Information Systems Department | Business Administration Program | Academic Affairs | Career Services | Student Life,business@york.edu | businessadmin@york.edu | provost@york.edu | careers@york.edu | studentlife@york.edu
"Small (1,000–4,999)",3000,Delta State University (Mississippi),8,"College of Business & Aviation | Department of Accountancy, Computer Information Systems & Finance | Academic Affairs | Career Services | Student Affairs",business@deltastate.edu | acf@deltastate.edu | provost@deltastate.edu | careerservices@deltastate.edu | studentaffairs@deltastate.edu
"Small (1,000–4,999)",3000,Art Academy of Cincinnati,8,Academic Affairs | Career Services | Student Affairs | Institutional Advancement | Admissions Office,academicaffairs@artacademy.edu | careers@artacademy.edu | studentservices@artacademy.edu | advancement@artacademy.edu | admissions@artacademy.edu
"Small (1,000–4,999)",3000,Bethany College (West Virginia),8,Department of Business & Economics | Business Administration Program | Academic Affairs | Career Services | Student Affairs,businessecon@bethanywv.edu | business@bethanywv.edu | provost@bethanywv.edu | careers@bethanywv.edu | studentaffairs@bethanywv.edu
"Small (1,000–4,999)",3000,Columbia College (Missouri),8,Robert W. Plaster School of Business | Business Administration Department | Academic Affairs | Career Services | Student Affairs,business@ccis.edu | busadmin@ccis.edu | provost@ccis.edu | careers@ccis.edu | studentaffairs@ccis.edu
"Small (1,000–4,999)",3000,Concordia College (Minnesota),8,Offutt School of Business | Business Department | Academic Affairs | Career Center | Student Engagement,business@cord.edu | busdept@cord.edu | provost@cord.edu | careercenter@cord.edu | studentengagement@cord.edu
"Small (1,000–4,999)",3000,Dickinson State University,8,School of Business & Entrepreneurship | Business Administration Program | Academic Affairs | Career Services | Student Life,business@dickinsonstate.edu | busadmin@dickinsonstate.edu | provost@dickinsonstate.edu | careers@dickinsonstate.edu | studentlife@dickinsonstate.edu
"Small (1,000–4,999)",3000,Georgetown College (Kentucky),8,"School of Business | Department of Accounting, Finance & Economics | Academic Affairs | Career Services | Student Life",business@georgetowncollege.edu | afe@georgetowncollege.edu | provost@georgetowncollege.edu | careers@georgetowncollege.edu | studentlife@georgetowncollege.edu
"Small (1,000–4,999)",3000,King’s College (Pennsylvania),8,"School of Business | Department of Accounting, Economics & Finance | Academic Affairs | Career Services | Student Life",business@kings.edu | aef@kings.edu | provost@kings.edu | careers@kings.edu | studentlife@kings.edu
"Small (1,000–4,999)",3000,The Cooper Union for the Advancement of Science and Art,6,Albert Nerken School of Engineering | Irwin S. Chanin School of Architecture | Humanities & Social Sciences | Center for Career Development | Office of Student Affairs,engineering@cooper.edu | architecture@cooper.edu | humss@cooper.edu | career@cooper.edu | studentaffairs@cooper.edu
"Small (1,000–4,999)",3000,Carleton College (Minnesota),6,Department of Economics | Environmental Studies Program | Career Center | Employer Relations | Student Activities Office,economics@carleton.edu | envirostudies@carleton.edu | careercenter@carleton.edu | employers@carleton.edu | studentactivities@carleton.edu
"Small (1,000–4,999)",3000,Smith College (Massachusetts),6,Department of Economics | Environmental Science & Policy Program | Lazarus Center for Career Development | Employer Engagement | Office of Student Engagement,economics@smith.edu | esp@smith.edu | lazaruscenter@smith.edu | employers@smith.edu | studentengagement@smith.edu
"Small (1,000–4,999)",3000,Barnard College (New York),6,Department of Economics | Urban Studies Program | Beyond Barnard | Employer Engagement | Office of Student Life,economics@barnard.edu | urbanstudies@barnard.edu | beyondbarnard@barnard.edu | employers@barnard.edu | studentlife@barnard.edu
"Small (1,000–4,999)",3000,College of the Atlantic (Maine),6,Office of Academic Affairs | Human Ecology Program | Career Services | Employer Engagement | Office of Student Life,academicaffairs@coa.edu | info@coa.edu | careerservices@coa.edu | careerservices@coa.edu | studentlife@coa.edu
"Small (1,000–4,999)",3000,Colby-Sawyer College (New Hampshire),6,School of Business & Social Sciences | Department of Business Administration | Career Development Office | Employer Engagement | Office of Student Engagement,business@colby-sawyer.edu | business@colby-sawyer.edu | careers@colby-sawyer.edu | careers@colby-sawyer.edu | studentengagement@colby-sawyer.edu
"Small (1,000–4,999)",3000,University of Alaska Southeast,6,School of Management | Business Administration Program | Career Services | Employer Relations | Student Activities Board,uas.management@alaska.edu | uas.management@alaska.edu | uas.career@alaska.edu | uas.career@alaska.edu | uas.studentactivities@alaska.edu
"Small (1,000–4,999)",3000,Hunter College (CUNY),8,Department of Economics | Department of Urban Policy & Planning | Office of the Dean – School of Arts & Sciences | Zicklin School of Business (CUNY – via CUNY central business pathways) | Hunter College Career Center,economics@hunter.cuny.edu | upp@hunter.cuny.edu | sas@hunter.cuny.edu | business@cuny.edu | career@hunter.cuny.edu
"Small (1,000–4,999)",3000,Queens College (CUNY),6,Department of Economics | Aaron D. Twersky | School of Business | Center for Career Engagement & Internships | Office of Student Development & Leadership,economics@qc.cuny.edu | aaron.twersky@qc.cuny.edu | business@qc.cuny.edu | career@qc.cuny.edu | studentlife@qc.cuny.edu
"Small (1,000–4,999)",3000,Lehman College (CUNY),6,Department of Economics and Business | Department of Geography & Environmental Sciences | School of Business | Center for Career and Professional Development | Office of Campus Life,econ.bus@lehman.cuny.edu | geography@lehman.cuny.edu | business@lehman.cuny.edu | careers@lehman.cuny.edu | campuslife@lehman.cuny.edu
"Small (1,000–4,999)",3000,College of Staten Island (CUNY),6,Department of Economics & Finance | Department of Business | School of Business | Center for Career and Professional Development | Office of Student Life,economics@csi.cuny.edu | business@csi.cuny.edu | business@csi.cuny.edu | careers@csi.cuny.edu | studentlife@csi.cuny.edu
"Small (1,000–4,999)",3000,York College (CUNY),6,Department of Business & Economics | School of Business & Information Systems | Department of Earth & Physical Sciences | Center for Career Services | Office of Student Development,busadmin@york.cuny.edu | sbis@york.cuny.edu | eps@york.cuny.edu | careers@york.cuny.edu | studentdevelopment@york.cuny.edu
"Small (1,000–4,999)",3000,Charter Oak State College (CT),6,David Ferreira | Business Administration Program | Office of Academic Affairs | Career Services | Office of Student Services,dferreira@charteroak.edu | business@charteroak.edu | academicaffairs@charteroak.edu | careerservices@charteroak.edu | studentservices@charteroak.edu
"Small (1,000–4,999)",3000,Hillsdale College (MI),6,Department of Economics & Business Administration | Professor Charles Steele | Dean of the Faculty | Career Services | Student Activities Board,eba@hillsdale.edu | csteele@hillsdale.edu | academicdean@hillsdale.edu | careerservices@hillsdale.edu | studentactivities@hillsdale.edu
"Small (1,000–4,999)",3000,"Saint John’s College (Annapolis, MD)",5,Graduate Institute | Office of the Dean | Career Development | Student Life Office | Office of Institutional Advancement,graduateinstitute@sjc.edu | deanoffice.annapolis@sjc.edu | careerdevelopment@sjc.edu | studentlife.annapolis@sjc.edu | advancement@sjc.edu
"Small (1,000–4,999)",3000,"Saint John’s College (Santa Fe, NM)",5,Graduate Institute | Office of the Dean | Career Development | Student Life Office | Office of Institutional Advancement,graduateinstitute@sjc.edu | deanoffice.santafe@sjc.edu | careerdevelopment@sjc.edu | studentlife.santafe@sjc.edu | advancement@sjc.edu
"Small (1,000–4,999)",3000,Deep Springs College (CA),5,Office of the President | Office of Academic Affairs | Ranch & Business Office | Student Services Office | Office of Development,president@deepsprings.edu | academicdean@deepsprings.edu | ranch@deepsprings.edu | studentservices@deepsprings.edu | development@deepsprings.edu
"Small (1,000–4,999)",3000,College of Coastal Georgia (GA),3,Office of the Provost | Office of Student Engagement | Office of Institutional Advancement,provost@ccga.edu | studentengagement@ccga.edu | advancement@ccga.edu
"Small (1,000–4,999)",3000,Abraham Baldwin Agricultural College – Bainbridge Site,5,School of Business | Office of Academic Affairs | Career Services | Office of Student Affairs | Office of Institutional Advancement,business@abac.edu | academicaffairs@abac.edu | careerservices@abac.edu | studentaffairs@abac.edu | advancement@abac.edu
"Small (1,000–4,999)",3000,New Saint Andrews College (ID),5,Office of the President | Office of Academic Affairs | Business Office | Student Services | Office of Advancement,president@nsa.edu | academicaffairs@nsa.edu | businessoffice@nsa.edu | studentservices@nsa.edu | advancement@nsa.edu
"Small (1,000–4,999)",3000,Patrick Henry College (VA),6,Department of Economics & Business Analytics | School of Leadership & Government | Office of the Provost | Career Services | Student Life,economics@phc.edu | slg@phc.edu | provost@phc.edu | careers@phc.edu | studentlife@phc.edu
"Small (1,000–4,999)",3000,College of the Florida Keys,6,Division of Business & Professional Studies | Office of Academic Affairs | Office of the President | Career Services | Student Services,business@cfk.edu | academicaffairs@cfk.edu | president@cfk.edu | careerservices@cfk.edu | studentservices@cfk.edu
"Small (1,000–4,999)",3000,SUNY Maritime College (NY),6,School of Business | Department of International Transportation & Trade | Office of the Provost | Career Services | Student Life Office,business@sunymaritime.edu | itt@sunymaritime.edu | provost@sunymaritime.edu | careerservices@sunymaritime.edu | studentlife@sunymaritime.edu
"Small (1,000–4,999)",2800,Lafayette College,9,Office of Student Involvement | Department of Economics | Department of Government & Law | Provost’s Office | Gateway Career Center,studentinvolvement@lafayette.edu | economics@lafayette.edu | govlaw@lafayette.edu | provost@lafayette.edu | gatewaycareercenter@lafayette.edu
"Small (1,000–4,999)",2800,Linfield University,5,Department of Economics | Department of Business | Office of Career Development | Office of Student Involvement | Office of Academic Affairs,economics@linfield.edu | business@linfield.edu | careerdevelopment@linfield.edu | studentinvolvement@linfield.edu | academicaffairs@linfield.edu
"Small (1,000–4,999)",2700,Gettysburg College,18,Center for Student Activities & Leadership | Department of Economics | Dr. Chad Albert | Office of Academic Advising | Center for Career Engagement,csa@gettysburg.edu | economics@gettysburg.edu | calbert@gettysburg.edu | advising@gettysburg.edu | career@gettysburg.edu
"Small (1,000–4,999)",2700,Carson-Newman University,7,Department of Business Administration Office | Dr. Tom Grissom | Accounting & Finance Program Office | Career Services Office | Experiential Learning Office,business@cn.edu | tgrissom@cn.edu | accounting@cn.edu | careerservices@cn.edu | experientiallearning@cn.edu
"Small (1,000–4,999)",2700,University of Puget Sound,8,Business & Leadership Program | Economics Department | Academic Affairs | Career & Employment Services | Student Engagement,business@pugetsound.edu | economics@pugetsound.edu | provost@pugetsound.edu | ces@pugetsound.edu | studentengagement@pugetsound.edu
"Small (1,000–4,999)",2700,Newman University,8,Dugan School of Business | Business Administration Program | Academic Affairs | Career Services | Student Life,business@newmanu.edu | busadmin@newmanu.edu | provost@newmanu.edu | careers@newmanu.edu | studentlife@newmanu.edu
"Small (1,000–4,999)",2600,Skidmore College,10,Economics Department | Management & Business Department | Environmental Studies Program | Office of Student Activities | Academic Advising,economics@skidmore.edu | mgt@skidmore.edu | envstudies@skidmore.edu | studentactivities@skidmore.edu | advising@skidmore.edu
"Small (1,000–4,999)",2500,Babson College,21,Real Estate & Entrepreneurship Club | Student Activities & Leadership | Scott Humphrey | Peter C. Earle | Finance Division,studentactivities@babson.edu | studentactivities@babson.edu | shumphrey@babson.edu | pearle@babson.edu | finance@babson.edu
"Small (1,000–4,999)",2500,Dominican University of California,10,"Real Estate / Business Interest (via Student Engagement) | Barowsky School of Business Office | Aslihan G. Korkmaz, DBA | Rajeev Sooreea, PhD | Denise Lucy, EdD",studentengagement@dominican.edu | bsb@dominican.edu | aslihan.g.korkmaz@dominican.edu | rajeev.sooreea@dominican.edu | denise.lucy@dominican.edu
"Small (1,000–4,999)",2500,Florida SouthWestern State College,3,Student Engagement Office | Academic Advising Office | Office of Student Financial Aid,engage@fsw.edu | advising@fsw.edu | financialaid@fsw.edu
"Small (1,000–4,999)",2500,Goucher College,9,Office of Student Engagement | Department of Economics | Department of Management | Provost’s Office | Center for Career Education,studentengagement@goucher.edu | economics@goucher.edu | management@goucher.edu | provost@goucher.edu | career@goucher.edu
"Small (1,000–4,999)",2500,Hood College,9,Office of Student Engagement & Orientation | George B. Delaplaine Jr. School of Business Office | Department of Economics & Finance | Department of Management | Center for Career Development & Experiential Learning,studentengagement@hood.edu | business@hood.edu | economics@hood.edu | management@hood.edu | careercenter@hood.edu
"Small (1,000–4,999)",2500,Manhattan College,18,Real Estate Society (via Student Engagement) | O’Malley School of Business Office | Department of Finance | Department of Economics | Center for Career Development,studentengagement@manhattan.edu | business@manhattan.edu | finance@manhattan.edu | economics@manhattan.edu | careers@manhattan.edu
"Small (1,000–4,999)",2500,Middlebury College,9,Center for Student Involvement | Department of Economics | Department of Geography | Environmental Studies Program | Center for Careers and Internships,studentinvolvement@middlebury.edu | economics@middlebury.edu | geography@middlebury.edu | environmentalstudies@middlebury.edu | cci@middlebury.edu
"Small (1,000–4,999)",2500,Providence College,10,"Providence College Real Estate Society | James Lothian, Ph.D. | Kevin L. Delaney, Ph.D. | School of Business | Economics Department",pcrealestate@providence.edu | jlothian@providence.edu | kdelaney@providence.edu | business@providence.edu | economics@providence.edu
"Small (1,000–4,999)",2500,Siena College,10,Siena Real Estate & Finance Club | School of Business | Jason V. Harkins | Department of Economics | Department of Finance,studentactivities@siena.edu | business@siena.edu | harkins@siena.edu | economics@siena.edu | finance@siena.edu
"Small (1,000–4,999)",2500,University of Evansville,8,College of Business and Engineering – Dean’s Office | Department of Management & Marketing | Department of Economics | Center for Innovation & Change | Career Development Center,cobe@evansville.edu | management@evansville.edu | economics@evansville.edu | innovation@evansville.edu | career@evansville.edu
"Small (1,000–4,999)",2500,Washington College,9,Department of Economics | Department of Business Management | Center for Environment & Society | Office of Student Engagement | Center for Career Development,economics@washcoll.edu | business@washcoll.edu | ces@washcoll.edu | studentactivities@washcoll.edu | career_center@washcoll.edu
"Small (1,000–4,999)",2500,Abraham Baldwin Agricultural College,8,Stafford School of Business Dean | Renata Elad | Corey Lovell | Rachel Frantz | Douglas Burnette,Dean.Business@abac.edu | relad@abac.edu | clovell@abac.edu | rachel.frantz@abac.edu | douglas.burnette@abac.edu
"Small (1,000–4,999)",2500,Abraham Lincoln University,9,School of Business & Leadership | Academic Affairs Office | Business Administration Programs | Office of Institutional Advancement | Career Services,info@alu.edu | academics@alu.edu | info@alu.edu | advancement@alu.edu | careerservices@alu.edu
"Small (1,000–4,999)",2500,Adrian College,9,"Business, Economics & Public Policy Department | Department of Economics | Academic Affairs Office | Office of Student Engagement | Career Planning Office",business@adrian.edu | business@adrian.edu | academicaffairs@adrian.edu | studentengagement@adrian.edu | careerplanning@adrian.edu
"Small (1,000–4,999)",2500,Albertus Magnus College,9,Business & Economics Department Office | Career Development Office | Experiential Learning | Student Life Office | Office of Student Activities,business@albertus.edu | careercenter@albertus.edu | experientiallearning@albertus.edu | studentlife@albertus.edu | activities@albertus.edu
"Small (1,000–4,999)",2500,Albion College,9,Economics & Management Department | Carl A. Gerstacker Institute for Business & Management | Center for Career & Internship Development | Experiential Learning | Office of Student Engagement,econ@albion.edu | gerstacker@albion.edu | ccid@albion.edu | experiential@albion.edu | studentengagement@albion.edu
"Small (1,000–4,999)",2500,Allen College,9,Career Services Office | Office of Student Affairs | Office of Admissions | Registrar’s Office | Academic Affairs Office,careers@allencollege.edu | studentaffairs@allencollege.edu | admissions@allencollege.edu | registrar@allencollege.edu | academicaffairs@allencollege.edu
